loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L001029,B9592,CONVENTIONAL,2012-03-21,2042-03-21,687528.00,530504.96,5.634,240,UT,REFINANCE,A+,3,VERY_HIGH,CURRENT,0,Wells Fargo,2016-04-03,2016-04-27,COMPLETE,SERVICING_SYS
L001030,B6127,JUMBO,2014-09-29,2044-09-29,439470.00,226768.82,6.642,240,VT,PURCHASE,D,17,LOW,CURRENT,0,PNC Bank,2023-01-06,2023-01-07,INCOMPLETE,SERVICING_SYS
L001031,B7151,FHA,2015-04-21,2035-04-21,610965.00,487325.31,5.551,360,ID,CASH_OUT,C,10,HIGH,DELINQUENT,84,Freedom Mortgage,2017-10-21,2017-10-22,COMPLETE,MANUAL_ENTRY
L001032,B5825,FHA,2013-02-05,2028-02-05,549931.00,223070.61,6.252,180,GA,PURCHASE,C,2,HIGH,CURRENT,0,Bank of America,2019-05-12,2019-05-27,MISSING,MANUAL_ENTRY
L001033,B7905,VA,2014-09-28,2044-09-28,188075.00,0.00,5.964,360,AL,CASH_OUT,B,23,LOW,PAID_OFF,0,JPMorgan Chase,2023-03-17,2023-03-18,COMPLETE,ORIGINATION_SYS
L001034,B6884,FHA,2016-03-19,2046-03-19,206518.00,91355.59,6.673,180,VA,PURCHASE,A,28,MEDIUM,CURRENT,0,US Bank,2024-05-02,2024-05-04,COMPLETE,ORIGINATION_SYS
L001035,B4781,JUMBO,2019-02-18,2039-02-18,465102.00,199099.44,5.242,240,PA,PURCHASE,A+,17,MEDIUM,DELINQUENT,82,JPMorgan Chase,2019-11-10,2019-12-04,COMPLETE,ORIGINATION_SYS
L001036,B2212,JUMBO,2013-08-19,2043-08-19,144014.00,0.00,4.291,360,HI,CASH_OUT,B+,30,MEDIUM,PAID_OFF,0,Wells Fargo,2021-05-27,2021-06-26,INCOMPLETE,SERVICING_SYS
L001037,B3471,CONVENTIONAL,2015-07-25,2045-07-25,617502.00,514851.97,7.309,180,NE,REFINANCE,A,16,LOW,CURRENT,0,Bank of America,2019-12-26,2020-01-07,COMPLETE,SERVICING_SYS
L001038,B7455,FHA,2019-05-15,2039-05-15,532874.00,0.00,3.005,360,MS,REFINANCE,A,9,HIGH,PAID_OFF,0,Freedom Mortgage,2019-11-27,2019-12-21,INCOMPLETE,SERVICING_SYS
L001039,B4089,FHA,2010-10-24,2030-10-24,502445.00,278598.50,5.905,240,XX,CASH_OUT,A+,12,MEDIUM,CURRENT,0,Quicken Loans,2014-04-30,2014-05-06,COMPLETE,ORIGINATION_SYS
L001040,B5189,FHA,2018-08-23,2033-08-23,504914.00,440962.47,7.215,360,WV,REFINANCE,B+,17,HIGH,CURRENT,0,Bank of America,2022-01-14,2022-02-04,COMPLETE,MANUAL_ENTRY
L001041,B2607,JUMBO,2021-07-18,2051-07-18,717137.00,628272.84,3.385,180,VA,PURCHASE,B+,19,VERY_HIGH,CURRENT,0,Bank of America,2029-11-13,2029-11-20,COMPLETE,SERVICING_SYS
L001042,B1943,VA,2015-05-16,2030-05-16,345418.00,0.00,5.69,180,IL,PURCHASE,B+,7,LOW,CLOSED,0,Wells Fargo,2017-07-18,2017-08-09,INCOMPLETE,MANUAL_ENTRY
L001043,B8649,JUMBO,2021-11-12,2041-11-12,475373.00,0.00,7.997,360,NY,REFINANCE,D,12,HIGH,CLOSED,0,PNC Bank,2024-12-09,2025-01-02,MISSING,MANUAL_ENTRY
L001044,B5437,JUMBO,2017-07-11,2032-07-11,428003.00,397437.30,4.82,360,NC,REFINANCE,A,13,MEDIUM,CURRENT,0,Bank of America,2023-12-08,2023-12-12,COMPLETE,SERVICING_SYS
L001045,B6019,CONVENTIONAL,2016-05-28,2036-05-28,73200.00,0.00,7.389,180,RI,PURCHASE,C,25,HIGH,PAID_OFF,0,US Bank,2022-11-28,2022-12-10,COMPLETE,SERVICING_SYS
L001046,B7028,CONVENTIONAL,2014-01-28,2029-01-28,301164.00,0.00,4.094,240,ME,PURCHASE,B+,30,HIGH,PAID_OFF,0,PNC Bank,2017-04-03,2017-04-20,COMPLETE,ORIGINATION_SYS
L001047,B1914,JUMBO,2013-07-13,2033-07-13,171995.00,85249.03,5.899,180,NJ,PURCHASE,A,30,LOW,CURRENT,0,Wells Fargo,2017-01-28,2017-02-14,COMPLETE,MANUAL_ENTRY
L001048,B2300,VA,2012-09-26,2032-09-26,606615.00,0.00,6.879,240,OK,REFINANCE,C,5,MEDIUM,PAID_OFF,0,Bank of America,2014-05-30,2014-06-25,MISSING,SERVICING_SYS
L001049,B9160,CONVENTIONAL,2013-12-14,2033-12-14,580040.00,474694.19,3.175,180,HI,CASH_OUT,B+,0,VERY_HIGH,CURRENT,0,Freedom Mortgage,2023-07-02,2023-07-12,INCOMPLETE,ORIGINATION_SYS
L001050,B7663,FHA,2014-12-29,2034-12-29,535280.00,318185.49,3.67,180,AR,CASH_OUT,A,29,HIGH,CURRENT,0,Freedom Mortgage,2019-07-25,2019-07-29,INCOMPLETE,MANUAL_ENTRY
L001051,B3490,JUMBO,2011-05-31,2026-05-31,435338.00,222703.41,7.638,180,CA,REFINANCE,B,10,VERY_HIGH,CURRENT,0,PNC Bank,2026-01-17,2026-02-13,MISSING,ORIGINATION_SYS
L001052,B4565,JUMBO,2019-07-18,2034-07-18,683565.00,0.00,5.675,360,NY,PURCHASE,A,6,LOW,CLOSED,0,JPMorgan Chase,2027-05-22,2027-06-03,COMPLETE,SERVICING_SYS
L001053,B8940,FHA,2013-06-16,2043-06-16,459747.00,190522.22,4.564,360,SC,REFINANCE,B+,21,MEDIUM,DELINQUENT,68,JPMorgan Chase,2020-10-08,2020-10-12,COMPLETE,MANUAL_ENTRY
L001054,B5707,VA,2019-12-06,2034-12-06,695868.00,294747.19,7.617,360,DC,PURCHASE,C,7,MEDIUM,CURRENT,0,JPMorgan Chase,2026-10-30,2026-11-12,COMPLETE,MANUAL_ENTRY
L001055,B1746,FHA,2017-11-07,2032-11-07,542350.00,0.00,4.835,240,DE,CASH_OUT,B,26,MEDIUM,PAID_OFF,0,Quicken Loans,2024-02-11,2024-02-12,COMPLETE,SERVICING_SYS
L001056,B3996,CONVENTIONAL,2012-10-18,2027-10-18,465682.00,169906.33,8.282,240,SD,REFINANCE,B+,24,HIGH,DELINQUENT,82,US Bank,2019-02-01,2019-02-28,COMPLETE,SERVICING_SYS
L001057,B4550,FHA,2020-09-24,2035-09-24,390065.00,229241.41,3.35,180,NC,PURCHASE,B+,3,HIGH,CURRENT,0,Bank of America,2022-06-10,2022-06-14,COMPLETE,MANUAL_ENTRY
L001058,B6795,JUMBO,2022-09-12,2037-09-12,747307.00,705478.78,2.843,180,SC,REFINANCE,B,11,LOW,DELINQUENT,41,Quicken Loans,2024-10-12,2024-10-19,INCOMPLETE,MANUAL_ENTRY
L001059,B9057,VA,2020-09-27,2035-09-27,119907.00,102616.93,3.127,180,XX,CASH_OUT,C,7,HIGH,CURRENT,0,Freedom Mortgage,2021-06-11,2021-06-14,COMPLETE,SERVICING_SYS
L001060,B9334,VA,2013-05-01,2028-05-01,742051.00,257216.48,6.484,180,WA,REFINANCE,B+,11,VERY_HIGH,DEFAULT,179,Wells Fargo,2017-11-29,2017-12-09,COMPLETE,SERVICING_SYS
L001061,B2102,VA,2011-01-04,2031-01-04,383888.00,177904.29,3.019,360,CA,CASH_OUT,B+,10,HIGH,CURRENT,0,Quicken Loans,2013-01-16,2013-01-24,COMPLETE,MANUAL_ENTRY
L001062,B9137,VA,2012-01-19,2042-01-19,444238.00,304336.92,7.329,180,AL,PURCHASE,A,8,MEDIUM,CURRENT,0,Quicken Loans,2015-09-24,2015-09-29,COMPLETE,ORIGINATION_SYS
L001063,B4306,FHA,2023-12-20,2053-12-20,570230.00,206686.19,7.011,240,SC,REFINANCE,D,17,VERY_HIGH,DELINQUENT,35,Quicken Loans,2025-09-23,2025-09-24,COMPLETE,MANUAL_ENTRY
L001064,B4037,FHA,2020-08-23,2035-08-23,127797.00,52043.14,5.127,240,AK,REFINANCE,C,22,VERY_HIGH,CURRENT,0,PNC Bank,2026-02-24,2026-03-13,COMPLETE,ORIGINATION_SYS
L001065,B2502,JUMBO,2014-08-31,2044-08-31,649435.00,574796.08,4.473,180,NC,CASH_OUT,B+,25,HIGH,DELINQUENT,49,JPMorgan Chase,2017-01-08,2017-01-15,COMPLETE,ORIGINATION_SYS
L001066,B7195,VA,2013-07-22,2028-07-22,664563.00,0.00,8.459,360,ME,REFINANCE,A,22,LOW,PAID_OFF,0,Wells Fargo,2022-04-28,2022-05-02,COMPLETE,MANUAL_ENTRY
L001067,B8337,JUMBO,2020-05-31,2040-05-31,371042.00,185881.44,8.04,180,IL,REFINANCE,C,13,LOW,DELINQUENT,57,Bank of America,2026-01-23,2026-02-19,COMPLETE,ORIGINATION_SYS
L001068,B7326,VA,2019-02-14,2034-02-14,420150.00,211998.27,5.89,360,NJ,REFINANCE,A,3,HIGH,CURRENT,0,JPMorgan Chase,2026-01-17,2026-02-04,COMPLETE,ORIGINATION_SYS
L001069,B7029,VA,2017-03-15,2032-03-15,-101952.00,76623.96,3.161,360,NE,CASH_OUT,B,13,HIGH,CURRENT,0,JPMorgan Chase,2025-05-07,2025-05-09,INCOMPLETE,MANUAL_ENTRY
L001070,B7446,VA,2016-07-03,2046-07-03,700919.00,0.00,8.036,240,KS,REFINANCE,C,24,HIGH,PAID_OFF,0,Freedom Mortgage,2025-02-23,2025-03-23,MISSING,SERVICING_SYS
L001071,B5007,FHA,2014-12-19,2034-12-19,319901.00,259317.18,7.503,240,NH,REFINANCE,B,18,HIGH,DEFAULT,246,Quicken Loans,2021-11-28,2021-12-06,COMPLETE,MANUAL_ENTRY
L001072,B8815,FHA,2022-08-04,2037-08-04,203201.00,90616.21,8.43,360,TN,CASH_OUT,A+,27,HIGH,CURRENT,0,Wells Fargo,2028-04-14,2028-04-21,COMPLETE,ORIGINATION_SYS
L001073,B1710,JUMBO,2022-10-22,2042-10-22,185359.00,62981.76,4.461,360,ME,CASH_OUT,B+,25,VERY_HIGH,CURRENT,0,Bank of America,2032-07-15,2032-07-25,COMPLETE,MANUAL_ENTRY
L001074,B5987,JUMBO,2012-12-16,2027-12-16,89103.00,40887.76,8.073,180,IA,CASH_OUT,A,26,LOW,CURRENT,0,JPMorgan Chase,2016-02-28,2016-03-27,COMPLETE,SERVICING_SYS
L001075,B6836,JUMBO,2012-05-23,2027-05-23,170375.00,0.00,3.642,360,UT,REFINANCE,A,17,VERY_HIGH,PAID_OFF,0,Freedom Mortgage,2016-03-18,2016-03-20,MISSING,MANUAL_ENTRY
L001076,B6361,JUMBO,2014-11-25,2029-11-25,323774.00,245673.42,4.827,180,OH,CASH_OUT,C,1,MEDIUM,CURRENT,0,Bank of America,2017-02-06,2017-03-06,COMPLETE,SERVICING_SYS
L001077,B4000,VA,2013-07-14,2043-07-14,192325.00,61883.56,4.939,360,MD,PURCHASE,B+,14,VERY_HIGH,CURRENT,0,US Bank,2017-02-02,2017-02-25,COMPLETE,MANUAL_ENTRY
L001078,B3307,VA,2018-11-21,2048-11-21,79381.00,25499.97,4.789,360,GA,CASH_OUT,A,20,VERY_HIGH,DEFAULT,250,Quicken Loans,2026-12-10,2027-01-07,COMPLETE,SERVICING_SYS
L001079,B9791,VA,2015-11-29,2030-11-29,89363.00,0.00,8.183,180,OK,CASH_OUT,C,13,VERY_HIGH,PAID_OFF,0,Bank of America,2016-08-24,2016-08-29,COMPLETE,SERVICING_SYS
L001080,B1152,FHA,2013-07-30,2028-07-30,260807.00,0.00,2.597,240,CT,PURCHASE,B,28,LOW,CLOSED,0,JPMorgan Chase,2020-08-26,2020-08-26,COMPLETE,SERVICING_SYS
L001081,B8475,VA,2019-02-27,2039-02-27,512393.00,176272.69,8.097,180,NV,PURCHASE,D,19,HIGH,DELINQUENT,72,Freedom Mortgage,2029-05-05,2029-05-31,COMPLETE,MANUAL_ENTRY
L001082,B3835,FHA,2011-04-10,2026-04-10,341497.00,244901.40,6.908,360,NY,PURCHASE,B,0,MEDIUM,CURRENT,0,Bank of America,2012-03-25,2012-04-16,MISSING,ORIGINATION_SYS
L001083,B1268,CONVENTIONAL,2011-01-18,2026-01-18,616423.00,303528.73,5.225,180,TX,PURCHASE,C,1,HIGH,CURRENT,0,Wells Fargo,2022-01-12,2022-01-26,INCOMPLETE,MANUAL_ENTRY
L001084,B8803,JUMBO,2019-04-12,2039-04-12,742640.00,649077.45,4.427,240,SC,CASH_OUT,B,29,HIGH,CURRENT,0,Wells Fargo,2028-01-24,2028-02-05,COMPLETE,MANUAL_ENTRY
L001085,B2050,FHA,2015-02-06,2045-02-06,512113.00,204925.09,3.433,360,PA,CASH_OUT,C,12,VERY_HIGH,DELINQUENT,70,Freedom Mortgage,2016-11-04,2016-11-21,COMPLETE,SERVICING_SYS
L001086,B2250,FHA,2021-05-17,2051-05-17,204594.00,187336.56,3.098,180,AR,PURCHASE,A+,14,LOW,CURRENT,0,JPMorgan Chase,2028-06-28,2028-07-20,COMPLETE,MANUAL_ENTRY
L001087,B1810,JUMBO,2022-05-26,2042-05-26,694025.00,0.00,4.248,180,IA,CASH_OUT,B,11,LOW,PAID_OFF,0,US Bank,2032-07-23,2032-08-11,COMPLETE,MANUAL_ENTRY
L001088,B2671,FHA,2017-12-17,2032-12-17,677234.00,0.00,3.553,240,WV,REFINANCE,B,7,VERY_HIGH,PAID_OFF,0,JPMorgan Chase,2026-08-12,2026-08-17,COMPLETE,SERVICING_SYS
L001089,B5270,JUMBO,2013-05-10,2028-05-10,168475.00,91682.80,7.6,180,WV,CASH_OUT,A,22,MEDIUM,CURRENT,0,JPMorgan Chase,2017-01-11,2017-01-20,COMPLETE,SERVICING_SYS
L001090,B6416,CONVENTIONAL,2010-06-01,2030-06-01,576598.00,488033.46,4.126,180,AL,REFINANCE,A+,21,VERY_HIGH,CURRENT,0,Freedom Mortgage,2017-03-20,2017-04-05,COMPLETE,ORIGINATION_SYS
L001091,B3976,JUMBO,2023-09-24,2043-09-24,248670.00,201973.47,5.063,360,RI,CASH_OUT,C,13,MEDIUM,CURRENT,0,Bank of America,2026-09-12,2026-09-17,COMPLETE,SERVICING_SYS
L001092,B2319,JUMBO,2020-08-20,2040-08-20,228778.00,285972.50,4.596,180,RI,PURCHASE,A,20,HIGH,CURRENT,0,US Bank,2022-06-10,2022-07-03,MISSING,ORIGINATION_SYS
L001093,B7725,FHA,2023-04-16,2043-04-16,172710.00,0.00,2.752,360,WI,CASH_OUT,B+,18,VERY_HIGH,PAID_OFF,0,JPMorgan Chase,2034-01-29,2034-02-11,COMPLETE,MANUAL_ENTRY
L001094,B3947,CONVENTIONAL,2013-06-16,2043-06-16,478453.00,197139.05,5.089,180,KY,CASH_OUT,A+,0,HIGH,DELINQUENT,48,Wells Fargo,2020-12-26,2021-01-01,COMPLETE,ORIGINATION_SYS
L001095,B4677,FHA,2015-01-02,2045-01-02,614458.00,487992.73,2.885,360,GA,PURCHASE,B,25,LOW,CURRENT,0,Bank of America,2018-02-21,2018-03-16,COMPLETE,MANUAL_ENTRY
L001096,B9183,JUMBO,2012-07-11,2042-07-11,440583.00,0.00,4.288,180,PA,PURCHASE,A+,10,HIGH,PAID_OFF,0,US Bank,2018-09-13,2018-09-30,COMPLETE,SERVICING_SYS
L001097,B9156,JUMBO,2016-11-08,2031-11-08,51006.00,16713.50,6.33,240,MA,CASH_OUT,C,24,VERY_HIGH,CURRENT,0,PNC Bank,2023-04-30,2023-05-12,COMPLETE,SERVICING_SYS
L001098,B2831,FHA,2016-12-21,2046-12-21,174520.00,119941.60,6.789,240,ID,PURCHASE,B,5,LOW,DELINQUENT,43,Bank of America,2020-05-17,2020-06-08,COMPLETE,SERVICING_SYS
L001099,B9373,CONVENTIONAL,2013-08-29,2043-08-29,315222.00,203549.37,3.04,360,WI,REFINANCE,A+,19,HIGH,DEFAULT,147,US Bank,2016-11-23,2016-12-15,COMPLETE,MANUAL_ENTRY
L001100,B8077,JUMBO,2013-08-10,2043-08-10,258837.00,96308.30,4.959,360,HI,CASH_OUT,A,1,LOW,CURRENT,0,Bank of America,2014-04-30,2014-05-29,COMPLETE,ORIGINATION_SYS
,B1760,VA,2022-02-04,2042-02-04,252785.00,165215.65,7.358,240,ND,PURCHASE,A+,22,LOW,CURRENT,0,Bank of America,2023-04-04,2023-04-21,COMPLETE,SERVICING_SYS
L001102,B9748,JUMBO,2023-10-25,2038-10-25,742044.00,598035.31,3.484,240,KS,PURCHASE,B,27,MEDIUM,DEFAULT,121,Freedom Mortgage,2024-07-25,2024-08-10,COMPLETE,SERVICING_SYS
L001103,B9885,JUMBO,2014-07-28,2029-07-28,557146.00,314721.12,3.562,240,NV,CASH_OUT,C,30,LOW,DELINQUENT,62,Wells Fargo,2018-06-04,2018-06-06,COMPLETE,MANUAL_ENTRY
L001104,B9324,FHA,2021-05-06,2036-05-06,260894.00,230902.88,4.596,180,RI,CASH_OUT,A,16,VERY_HIGH,DELINQUENT,39,Bank of America,2022-07-16,2022-08-07,MISSING,MANUAL_ENTRY
L001105,B7065,FHA,2010-06-12,2030-06-12,555705.00,344790.18,2.538,360,TN,REFINANCE,B,24,LOW,CURRENT,0,US Bank,2011-01-05,2011-01-09,COMPLETE,SERVICING_SYS
L001106,B9736,FHA,2019-03-11,2034-03-11,533020.00,478035.56,5.746,240,NY,PURCHASE,B+,21,LOW,DELINQUENT,52,PNC Bank,2030-02-23,2030-03-21,COMPLETE,MANUAL_ENTRY
L001107,B3798,VA,2018-10-07,2038-10-07,436546.00,0.00,5.948,180,NH,PURCHASE,C,19,MEDIUM,PAID_OFF,0,Bank of America,2024-10-31,2024-11-10,COMPLETE,SERVICING_SYS
L001108,B1368,JUMBO,2019-10-05,2049-10-05,717378.00,219425.20,4.109,240,SC,REFINANCE,D,18,HIGH,CURRENT,0,Wells Fargo,2023-03-08,2023-04-01,COMPLETE,MANUAL_ENTRY
L001109,B9159,VA,2018-11-21,2038-11-21,72642.00,48349.30,5.855,360,OR,REFINANCE,D,8,LOW,CURRENT,0,US Bank,2025-08-24,2025-08-30,INCOMPLETE,MANUAL_ENTRY
L001110,B6625,FHA,2016-10-12,2031-10-12,480915.00,288706.82,4.892,360,OH,PURCHASE,D,9,LOW,CURRENT,0,Bank of America,2022-01-01,2022-01-10,COMPLETE,MANUAL_ENTRY
L001111,B3800,CONVENTIONAL,2013-09-27,2043-09-27,721098.00,457608.99,7.514,180,FL,REFINANCE,A,12,VERY_HIGH,CURRENT,0,Bank of America,2013-12-06,2013-12-23,COMPLETE,ORIGINATION_SYS
L001112,B4628,CONVENTIONAL,2010-05-29,2040-05-29,237843.00,0.00,5.838,360,IL,CASH_OUT,A,10,VERY_HIGH,PAID_OFF,0,Bank of America,2014-07-05,2014-07-26,INCOMPLETE,MANUAL_ENTRY
L001113,B2736,VA,2015-04-26,2045-04-26,673907.00,524960.53,4.996,180,XX,REFINANCE,C,29,LOW,CURRENT,0,Wells Fargo,2024-12-24,2024-12-24,COMPLETE,MANUAL_ENTRY
L001114,B6830,FHA,2017-09-26,2047-09-26,459340.00,364647.97,2.604,240,CT,CASH_OUT,C,24,MEDIUM,CURRENT,0,Freedom Mortgage,2024-06-16,2024-06-30,MISSING,MANUAL_ENTRY
L001115,B1319,CONVENTIONAL,2016-08-07,2036-08-07,520627.00,348905.18,5.685,180,TN,PURCHASE,A,3,MEDIUM,CURRENT,0,Quicken Loans,2022-01-23,2022-02-03,INCOMPLETE,ORIGINATION_SYS
L001116,B1708,JUMBO,2011-01-25,2026-01-25,334566.00,300208.45,5.404,360,NV,CASH_OUT,D,26,HIGH,CURRENT,0,JPMorgan Chase,2022-01-05,2022-01-14,MISSING,SERVICING_SYS
L001117,B8826,FHA,2013-03-07,2028-03-07,172504.00,88036.51,4.393,240,ID,PURCHASE,A,19,LOW,CURRENT,0,Bank of America,2019-12-17,2019-12-24,COMPLETE,MANUAL_ENTRY
L001118,B9866,VA,2016-08-12,2036-08-12,80827.00,37835.35,6.608,240,IA,CASH_OUT,D,10,MEDIUM,CURRENT,0,Wells Fargo,2026-10-18,2026-11-14,INCOMPLETE,ORIGINATION_SYS
L001119,B6456,VA,2021-12-26,2036-12-26,377721.00,0.00,3.809,180,RI,PURCHASE,A,23,MEDIUM,PAID_OFF,0,Quicken Loans,2032-12-08,2032-12-12,COMPLETE,ORIGINATION_SYS
L001120,B9104,FHA,2011-07-11,2041-07-11,545243.00,247506.82,5.054,240,OH,CASH_OUT,B,19,HIGH,DEFAULT,163,US Bank,2018-09-16,2018-09-26,COMPLETE,SERVICING_SYS
L001121,B3292,VA,2022-06-06,2042-06-06,229274.00,95748.04,3.108,180,MA,REFINANCE,C,19,LOW,DELINQUENT,40,Quicken Loans,2030-02-24,2030-02-26,COMPLETE,ORIGINATION_SYS
L001122,B6034,VA,2021-11-13,2051-11-13,99454.00,53320.01,5.33,240,MN,PURCHASE,C,14,HIGH,CURRENT,0,Wells Fargo,2024-11-05,2024-12-01,INCOMPLETE,SERVICING_SYS
L001123,B5259,VA,2012-09-02,2032-09-02,658783.00,0.00,7.584,360,MI,PURCHASE,D,16,LOW,PAID_OFF,0,JPMorgan Chase,2019-02-27,2019-03-05,COMPLETE,ORIGINATION_SYS
L001124,B3985,JUMBO,2019-06-14,2034-06-14,121982.00,91175.15,8.118,360,OH,PURCHASE,A+,2,HIGH,CURRENT,0,Freedom Mortgage,2026-10-04,2026-10-09,COMPLETE,SERVICING_SYS
L001125,B6135,FHA,2014-05-28,2029-05-28,349096.00,292432.99,3.233,360,MA,CASH_OUT,B,29,HIGH,CURRENT,0,PNC Bank,2018-01-11,2018-01-18,COMPLETE,MANUAL_ENTRY
L001126,B4080,VA,2011-02-14,2026-02-14,586749.00,391327.13,4.175,240,WV,REFINANCE,D,23,VERY_HIGH,CURRENT,0,JPMorgan Chase,2015-12-20,2016-01-07,INCOMPLETE,MANUAL_ENTRY
L001127,B5209,JUMBO,2011-06-19,2031-06-19,285388.00,124553.34,6.275,240,MI,PURCHASE,A+,18,LOW,CURRENT,0,PNC Bank,2018-02-19,2018-02-20,COMPLETE,MANUAL_ENTRY
L001128,B6576,FHA,2023-05-11,2053-05-11,406813.00,248887.73,3.071,180,NE,CASH_OUT,A+,9,HIGH,CURRENT,0,JPMorgan Chase,2029-05-25,2029-06-14,COMPLETE,SERVICING_SYS
L001129,B8500,VA,2021-07-17,2051-07-17,361994.00,0.00,5.128,360,MS,REFINANCE,C,20,HIGH,PAID_OFF,0,Freedom Mortgage,2031-01-14,2031-01-30,COMPLETE,MANUAL_ENTRY
L001130,B9827,CONVENTIONAL,2012-06-29,2042-06-29,103836.00,43242.25,7.42,240,IL,CASH_OUT,A+,29,VERY_HIGH,CURRENT,0,Wells Fargo,2020-12-06,2020-12-20,COMPLETE,SERVICING_SYS
L001131,B5356,FHA,2023-01-09,2053-01-09,363785.00,325710.41,5.053,180,MT,CASH_OUT,A,2,MEDIUM,CURRENT,0,PNC Bank,2026-10-16,2026-10-22,COMPLETE,ORIGINATION_SYS
L001132,B5026,JUMBO,2021-11-05,2051-11-05,408318.00,0.00,7.506,180,MI,CASH_OUT,A,28,LOW,PAID_OFF,0,PNC Bank,2023-03-17,2023-04-11,COMPLETE,MANUAL_ENTRY
L001133,B6171,FHA,2022-11-06,2052-11-06,225032.00,189410.88,5.862,240,PA,PURCHASE,B,26,HIGH,CURRENT,0,Wells Fargo,2029-05-26,2029-06-15,INCOMPLETE,SERVICING_SYS
L001134,B6216,FHA,2021-04-26,2051-04-26,71671.00,89588.75,3.259,240,XX,CASH_OUT,A,3,MEDIUM,CURRENT,0,Freedom Mortgage,2029-10-18,2029-11-05,COMPLETE,ORIGINATION_SYS
L001135,B6727,CONVENTIONAL,2021-12-12,2036-12-12,651363.00,612341.97,3.96,240,AR,CASH_OUT,A+,10,LOW,CURRENT,0,Freedom Mortgage,2029-04-11,2029-04-27,COMPLETE,ORIGINATION_SYS
L001136,B7561,CONVENTIONAL,2016-05-10,2036-05-10,113959.00,99321.85,7.935,360,ND,REFINANCE,B,12,VERY_HIGH,CURRENT,0,JPMorgan Chase,2024-06-14,2024-07-13,COMPLETE,ORIGINATION_SYS
L001137,B1988,CONVENTIONAL,2017-10-27,2047-10-27,678709.00,380493.16,6.26,360,WI,REFINANCE,A,11,HIGH,CURRENT,0,Quicken Loans,2021-11-11,2021-12-02,COMPLETE,MANUAL_ENTRY
L001138,B2895,CONVENTIONAL,2017-07-01,2037-07-01,443817.00,202210.00,4.779,180,UT,CASH_OUT,A,21,MEDIUM,CURRENT,0,Freedom Mortgage,2019-08-31,2019-09-16,MISSING,SERVICING_SYS
L001139,B7196,JUMBO,2020-11-26,2035-11-26,529131.00,168429.00,2.528,180,ND,PURCHASE,D,25,HIGH,CURRENT,0,Bank of America,2027-08-27,2027-08-29,INCOMPLETE,MANUAL_ENTRY
L001140,B6297,FHA,2019-03-31,2034-03-31,86660.00,76316.77,4.509,360,NE,REFINANCE,A,11,LOW,DELINQUENT,74,Wells Fargo,2024-07-03,2024-07-09,COMPLETE,MANUAL_ENTRY
L001141,B4416,JUMBO,2010-01-11,2025-01-11,564237.00,528737.46,3.306,360,KY,CASH_OUT,C,21,HIGH,CURRENT,0,Quicken Loans,2011-09-17,2011-09-20,COMPLETE,MANUAL_ENTRY
L001142,B1735,JUMBO,2015-02-27,2045-02-27,382386.00,0.00,5.472,240,TX,CASH_OUT,B+,30,LOW,PAID_OFF,0,US Bank,2021-09-09,2021-09-14,COMPLETE,MANUAL_ENTRY
L001143,B6744,CONVENTIONAL,2016-03-29,2046-03-29,583879.00,347597.23,7.634,180,WY,REFINANCE,A+,23,VERY_HIGH,CURRENT,0,JPMorgan Chase,2019-11-29,2019-12-26,COMPLETE,SERVICING_SYS
L001144,B2963,CONVENTIONAL,2015-12-19,2030-12-19,72306.00,51855.86,7.045,240,WY,PURCHASE,B,9,MEDIUM,CURRENT,0,US Bank,2022-03-31,2022-04-16,INCOMPLETE,ORIGINATION_SYS
L001145,B9388,FHA,2021-05-18,2041-05-18,265531.00,174306.46,6.894,180,WI,REFINANCE,D,0,HIGH,CURRENT,0,Wells Fargo,2029-11-03,2029-11-10,COMPLETE,MANUAL_ENTRY
L001146,B7867,CONVENTIONAL,2010-04-13,2040-04-13,168192.00,153450.26,3.618,180,MN,REFINANCE,B,1,HIGH,CURRENT,0,Wells Fargo,2016-02-10,2016-03-01,INCOMPLETE,ORIGINATION_SYS
L001147,B5399,VA,2011-11-28,2041-11-28,86543.00,66699.10,2.898,180,NY,CASH_OUT,A+,26,HIGH,CURRENT,0,Wells Fargo,2017-03-02,2017-03-20,COMPLETE,SERVICING_SYS
L001148,B6071,CONVENTIONAL,2018-04-30,2033-04-30,627595.00,450682.41,8.229,180,LA,CASH_OUT,D,0,VERY_HIGH,CURRENT,0,JPMorgan Chase,2023-10-28,2023-11-20,COMPLETE,SERVICING_SYS
L001149,B3361,FHA,2022-11-18,2042-11-18,264628.00,110923.05,4.238,240,VT,CASH_OUT,B+,6,MEDIUM,CURRENT,0,Quicken Loans,2028-07-10,2028-07-13,COMPLETE,MANUAL_ENTRY
L001150,B4524,CONVENTIONAL,2011-02-27,2026-02-27,251765.00,125520.26,5.349,180,NH,CASH_OUT,B+,5,LOW,CURRENT,0,JPMorgan Chase,2012-05-08,2012-06-01,COMPLETE,MANUAL_ENTRY
L001151,B6904,FHA,2017-07-09,2032-07-09,459913.00,405008.88,4.956,360,AL,REFINANCE,D,15,HIGH,CURRENT,0,Wells Fargo,2019-02-14,2019-02-15,COMPLETE,ORIGINATION_SYS
