loan_id,note_available,deed_available,title_available,appraisal_available,insurance_available,document_status,last_verified_at
L000899,Y,N,Y,N,Y,COMPLETE,2025-12-24
L000900,Y,N,Y,N,Y,COMPLETE,2026-08-19
L000901,N,Y,Y,N,Y,INCOMPLETE,2026-03-05
L000902,Y,N,Y,N,N,COMPLETE,2026-04-01
L000903,Y,Y,N,Y,Y,COMPLETE,2026-02-11
L000904,Y,N,Y,N,Y,COMPLETE,2026-07-15
L000905,N,N,N,Y,N,COMPLETE,2026-03-28
L000906,Y,N,N,N,N,COMPLETE,2026-07-12
L000907,Y,Y,Y,N,Y,INCOMPLETE,2026-01-05
L000908,Y,N,Y,N,Y,COMPLETE,2026-08-16
L000909,N,Y,Y,Y,Y,COMPLETE,2026-05-17
L000910,Y,Y,Y,N,N,COMPLETE,2026-01-14
L000911,N,N,Y,N,N,INCOMPLETE,2025-09-08
L000912,Y,N,Y,N,N,COMPLETE,2026-06-30
L000913,Y,Y,Y,N,Y,MISSING,2025-11-28
L000914,N,N,Y,Y,Y,INCOMPLETE,2026-02-06
L000915,Y,Y,N,N,Y,INCOMPLETE,2026-06-05
L000916,Y,Y,Y,N,Y,MISSING,2026-07-20
L000917,Y,Y,Y,N,N,COMPLETE,2026-01-11
L000918,Y,Y,N,Y,Y,COMPLETE,2025-11-12
L000919,N,Y,Y,Y,Y,COMPLETE,2026-01-22
L000920,Y,N,Y,N,N,COMPLETE,2025-09-10
L000921,Y,Y,Y,N,Y,COMPLETE,2025-12-19
L000922,N,N,N,N,N,COMPLETE,2025-11-01
L000923,Y,Y,Y,N,N,COMPLETE,2026-05-05
L000924,N,Y,N,N,Y,COMPLETE,2026-01-05
L000925,Y,Y,Y,N,Y,COMPLETE,2025-09-15
L000926,Y,Y,Y,N,Y,COMPLETE,2025-11-27
L000927,Y,N,N,N,N,COMPLETE,2026-06-24
L000928,Y,N,N,N,Y,INCOMPLETE,2025-12-01
L000929,N,N,Y,N,Y,COMPLETE,2026-04-28
L000930,Y,N,Y,N,N,COMPLETE,2025-10-29
L000931,Y,N,Y,N,Y,INCOMPLETE,2026-04-13
L000932,N,N,Y,N,Y,COMPLETE,2026-02-20
L000933,Y,N,Y,N,Y,COMPLETE,2026-01-26
L000934,Y,Y,Y,N,Y,INCOMPLETE,2026-06-02
L000935,N,N,Y,N,Y,MISSING,2025-10-14
L000936,Y,Y,Y,N,Y,COMPLETE,2025-11-18
L000937,Y,Y,Y,N,Y,COMPLETE,2025-10-22
L000938,Y,Y,Y,N,Y,COMPLETE,2026-08-24
L000939,N,N,Y,Y,Y,COMPLETE,2025-09-14
L000940,Y,Y,Y,N,Y,INCOMPLETE,2025-12-23
L000941,Y,N,Y,Y,Y,INCOMPLETE,2026-07-21
L000942,N,Y,N,N,N,COMPLETE,2025-11-27
L000943,N,Y,N,Y,Y,INCOMPLETE,2026-02-05
L000944,Y,Y,Y,Y,Y,COMPLETE,2026-01-27
L000945,Y,N,N,N,Y,COMPLETE,2026-01-30
L000946,N,N,Y,N,Y,COMPLETE,2026-03-17
L000947,Y,N,Y,N,Y,INCOMPLETE,2025-11-09
L000948,Y,N,Y,Y,Y,COMPLETE,2026-02-11
L000949,Y,Y,Y,Y,N,COMPLETE,2025-11-26
L000950,Y,N,Y,N,Y,MISSING,2025-09-13
L000951,Y,Y,Y,Y,Y,COMPLETE,2026-03-30
L000952,Y,N,N,N,Y,COMPLETE,2026-08-05
L000953,Y,Y,Y,Y,Y,INCOMPLETE,2026-03-16
L000954,Y,N,Y,N,Y,MISSING,2025-10-02
L000955,N,N,Y,N,Y,COMPLETE,2025-12-03
L000956,N,Y,Y,N,Y,INCOMPLETE,2025-11-05
L000957,Y,Y,Y,Y,Y,COMPLETE,2025-10-13
L000958,Y,Y,Y,Y,N,COMPLETE,2026-03-13
L000959,N,N,N,Y,Y,INCOMPLETE,2025-09-16
L000960,Y,N,Y,N,Y,COMPLETE,2026-08-17
L000961,Y,Y,Y,Y,N,COMPLETE,2025-12-18
L000962,Y,Y,N,N,Y,COMPLETE,2025-10-04
L000963,N,N,Y,N,Y,COMPLETE,2026-06-20
L000964,Y,Y,Y,N,Y,COMPLETE,2026-05-28
L000965,N,N,Y,N,Y,COMPLETE,2025-10-20
L000966,Y,Y,Y,N,Y,INCOMPLETE,2026-05-08
L000967,Y,N,Y,N,N,COMPLETE,2026-01-16
L000968,Y,N,Y,N,N,MISSING,2026-07-12
L000969,Y,N,N,N,Y,COMPLETE,2026-04-15
L000970,Y,N,Y,N,Y,COMPLETE,2026-03-15
L000971,Y,N,Y,N,Y,COMPLETE,2026-02-28
L000972,Y,N,N,N,Y,COMPLETE,2026-07-25
L000973,N,Y,N,Y,Y,COMPLETE,2026-02-27
L000974,N,Y,N,Y,Y,COMPLETE,2026-08-24
L000975,Y,Y,Y,N,Y,COMPLETE,2026-04-30
L000976,Y,N,Y,N,Y,COMPLETE,2026-04-16
L000977,Y,Y,Y,N,Y,COMPLETE,2026-02-24
L000978,Y,N,N,Y,Y,INCOMPLETE,2026-03-02
L000979,Y,Y,Y,Y,Y,COMPLETE,2025-10-05
L000980,Y,Y,Y,N,Y,COMPLETE,2026-03-08
L000981,Y,N,Y,N,Y,INCOMPLETE,2025-12-09
L000982,Y,N,Y,N,Y,COMPLETE,2026-01-10
L000983,Y,Y,Y,N,N,INCOMPLETE,2026-05-10
L000984,Y,Y,Y,Y,N,COMPLETE,2026-02-25
L000985,N,N,Y,N,Y,COMPLETE,2025-11-08
L000986,Y,N,Y,N,N,COMPLETE,2026-01-08
L000987,Y,Y,Y,N,N,COMPLETE,2026-02-20
L000988,Y,N,Y,N,Y,COMPLETE,2026-01-22
L000989,Y,N,N,N,Y,COMPLETE,2026-05-09
L000990,Y,N,Y,N,N,COMPLETE,2026-02-23
L000991,N,N,Y,N,N,INCOMPLETE,2025-09-18
L000992,Y,Y,N,N,N,MISSING,2026-08-01
L000993,Y,N,Y,N,Y,COMPLETE,2026-08-14
L000994,N,N,Y,N,Y,COMPLETE,2026-05-31
L000995,Y,Y,Y,N,Y,INCOMPLETE,2026-04-09
L000996,Y,N,Y,N,Y,COMPLETE,2026-07-14
L000997,Y,Y,Y,Y,Y,INCOMPLETE,2026-02-02
L000998,N,Y,Y,N,Y,COMPLETE,2025-10-06
L000999,Y,Y,N,Y,N,INCOMPLETE,2026-02-05
L001000,N,N,Y,N,Y,MISSING,2025-12-17
L001001,Y,N,Y,N,Y,COMPLETE,2026-06-16
L001002,Y,Y,Y,N,Y,COMPLETE,2026-08-22
L001003,Y,N,Y,N,N,COMPLETE,2026-07-09
L001004,Y,Y,Y,Y,Y,COMPLETE,2026-02-09
L001005,N,N,Y,Y,N,COMPLETE,2026-03-26
L001006,Y,Y,Y,N,Y,COMPLETE,2026-06-19
L001007,Y,N,Y,N,Y,COMPLETE,2026-02-11
L001008,Y,N,Y,N,Y,MISSING,2026-04-25
L001009,N,N,Y,Y,Y,COMPLETE,2026-06-25
L001010,Y,Y,N,Y,N,COMPLETE,2025-09-20
L001011,Y,N,Y,N,Y,COMPLETE,2026-01-03
L001012,Y,N,N,N,Y,COMPLETE,2025-09-11
L001013,N,N,Y,N,Y,COMPLETE,2026-08-14
L001014,Y,Y,N,N,Y,INCOMPLETE,2026-03-14
L001015,Y,N,Y,Y,N,INCOMPLETE,2025-10-12
L001016,Y,N,Y,N,N,INCOMPLETE,2026-03-16
L001017,Y,Y,Y,N,Y,COMPLETE,2026-05-07
L001018,Y,N,Y,Y,Y,COMPLETE,2025-11-19
L001019,Y,Y,N,Y,Y,COMPLETE,2026-02-04
L001020,N,N,Y,N,Y,COMPLETE,2025-08-27
L001021,N,N,Y,N,Y,COMPLETE,2026-03-03
L001022,Y,Y,N,Y,N,COMPLETE,2026-05-18
L001023,Y,Y,Y,N,Y,MISSING,2026-05-01
L001024,Y,Y,Y,N,Y,COMPLETE,2025-10-02
L001025,Y,N,Y,Y,Y,INCOMPLETE,2025-12-10
L001026,Y,N,Y,N,Y,COMPLETE,2026-03-14
L001027,N,N,Y,Y,Y,COMPLETE,2026-07-01
L001028,N,Y,Y,N,N,INCOMPLETE,2025-09-21
L001029,N,N,N,Y,Y,COMPLETE,2026-03-07
L001030,Y,N,N,Y,N,COMPLETE,2026-07-18
L001031,Y,N,Y,N,N,COMPLETE,2025-09-28
L001032,N,N,N,N,Y,COMPLETE,2025-12-25
L001033,Y,N,Y,N,N,COMPLETE,2026-05-18
L001034,N,N,Y,N,Y,COMPLETE,2026-01-09
L001035,N,N,N,Y,N,INCOMPLETE,2026-02-14
L001036,Y,N,N,Y,Y,COMPLETE,2025-09-16
L001037,Y,N,Y,Y,Y,COMPLETE,2026-08-16
L001038,Y,Y,N,N,Y,COMPLETE,2026-07-06
L001039,N,Y,Y,Y,Y,COMPLETE,2025-12-18
L001040,N,Y,Y,N,N,COMPLETE,2025-08-30
L001041,Y,N,Y,N,N,COMPLETE,2026-04-29
L001042,Y,N,Y,N,Y,MISSING,2025-09-09
L001043,Y,N,Y,N,N,INCOMPLETE,2026-07-11
L001044,Y,N,N,Y,N,INCOMPLETE,2026-05-18
L001045,Y,Y,Y,Y,N,COMPLETE,2026-04-12
L001046,Y,N,Y,N,Y,COMPLETE,2025-11-27
L001047,Y,N,N,N,N,MISSING,2026-04-19
L001048,Y,N,Y,N,N,COMPLETE,2025-08-29
L001049,N,N,N,Y,Y,INCOMPLETE,2025-12-16
L001050,Y,Y,Y,N,Y,COMPLETE,2026-03-23
L001051,Y,Y,Y,N,N,COMPLETE,2026-03-23
L001052,N,Y,Y,N,Y,COMPLETE,2025-09-14
L001053,Y,Y,Y,N,Y,COMPLETE,2026-06-06
L001054,N,Y,N,N,Y,COMPLETE,2026-05-21
L001055,Y,Y,Y,N,N,MISSING,2026-02-04
L001056,N,Y,Y,Y,Y,INCOMPLETE,2025-10-10
L001057,N,N,Y,N,Y,COMPLETE,2026-05-23
L001058,Y,N,N,N,Y,COMPLETE,2026-03-08
L001059,Y,N,Y,Y,Y,COMPLETE,2025-12-31
L001060,Y,Y,Y,N,N,COMPLETE,2025-11-14
L001061,Y,N,Y,N,Y,COMPLETE,2025-10-08
L001062,Y,Y,Y,N,Y,COMPLETE,2026-03-07
L001063,Y,N,N,N,Y,COMPLETE,2025-12-02
L001064,Y,Y,Y,N,N,COMPLETE,2026-05-25
L001065,N,N,Y,N,N,INCOMPLETE,2026-05-16
L001066,Y,N,Y,N,Y,MISSING,2026-02-20
L001067,Y,N,Y,N,Y,COMPLETE,2026-02-19
L001068,Y,N,Y,N,Y,COMPLETE,2026-02-25
L001069,Y,N,Y,N,Y,COMPLETE,2025-11-01
L001070,Y,Y,Y,N,N,INCOMPLETE,2026-05-03
L001071,Y,Y,Y,N,N,COMPLETE,2025-11-11
L001072,Y,Y,Y,N,Y,COMPLETE,2026-01-10
L001073,N,Y,Y,N,N,COMPLETE,2026-03-04
L001074,Y,Y,Y,N,Y,COMPLETE,2025-12-18
L001075,Y,Y,Y,N,Y,COMPLETE,2025-11-22
L001076,Y,Y,Y,N,Y,INCOMPLETE,2025-10-19
L001077,N,N,Y,Y,Y,COMPLETE,2026-04-21
L001078,N,N,Y,N,Y,INCOMPLETE,2025-10-01
L001079,Y,N,Y,N,Y,MISSING,2026-04-25
L001080,N,N,N,Y,Y,COMPLETE,2026-08-18
L001081,Y,N,Y,N,Y,INCOMPLETE,2025-11-15
L001082,Y,Y,Y,Y,Y,COMPLETE,2026-05-17
L001083,N,Y,N,N,N,COMPLETE,2026-06-03
L001084,Y,Y,Y,Y,Y,COMPLETE,2025-11-20
L001085,Y,N,Y,Y,Y,INCOMPLETE,2025-10-26
L001086,N,N,N,Y,Y,COMPLETE,2026-07-20
L001087,Y,Y,Y,N,Y,INCOMPLETE,2025-09-11
L001088,Y,N,Y,N,N,COMPLETE,2025-09-03
L001089,Y,Y,N,Y,Y,COMPLETE,2026-04-25
L001090,Y,Y,N,Y,N,COMPLETE,2025-10-02
L001091,N,N,Y,N,N,COMPLETE,2025-10-16
L001092,Y,Y,Y,N,Y,INCOMPLETE,2025-12-09
L001093,Y,N,Y,N,N,COMPLETE,2026-02-01
L001094,Y,Y,N,Y,N,COMPLETE,2026-02-26
L001095,Y,N,Y,Y,Y,COMPLETE,2026-06-09
L001096,N,Y,Y,N,N,COMPLETE,2026-07-26
L001097,Y,Y,N,N,N,COMPLETE,2025-09-21
L001098,Y,Y,Y,N,N,INCOMPLETE,2025-12-07
L001099,Y,N,Y,N,N,COMPLETE,2026-07-19
L001100,Y,N,Y,N,Y,COMPLETE,2025-12-03
L001102,Y,N,Y,N,Y,COMPLETE,2026-08-02
L001103,Y,N,Y,N,N,MISSING,2026-02-28
L001104,Y,N,Y,Y,Y,COMPLETE,2025-09-20
L001105,Y,N,N,Y,Y,COMPLETE,2025-12-13
L001106,Y,Y,Y,N,Y,COMPLETE,2025-09-22
L001107,Y,N,Y,N,Y,INCOMPLETE,2026-01-21
L001108,Y,N,N,N,N,COMPLETE,2026-07-02
L001109,Y,Y,Y,Y,Y,INCOMPLETE,2026-04-07
L001110,Y,N,Y,N,N,COMPLETE,2026-06-16
L001111,Y,Y,Y,N,N,COMPLETE,2026-06-14
L001112,Y,N,N,Y,N,MISSING,2025-12-25
L001113,N,Y,Y,N,Y,COMPLETE,2026-01-02
L001114,N,Y,Y,N,N,COMPLETE,2026-01-11
L001115,Y,Y,Y,N,Y,COMPLETE,2025-09-05
L001116,N,Y,Y,N,Y,COMPLETE,2025-09-13
L001117,Y,Y,Y,Y,Y,COMPLETE,2026-06-05
L001118,Y,Y,Y,N,Y,INCOMPLETE,2026-01-03
L001119,Y,Y,N,N,N,INCOMPLETE,2025-12-11
L001120,N,N,Y,N,Y,COMPLETE,2026-02-28
L001121,Y,N,N,N,Y,MISSING,2025-11-21
L001122,Y,Y,N,N,Y,MISSING,2025-12-11
L001123,N,Y,N,N,N,COMPLETE,2026-05-02
L001124,Y,Y,Y,Y,Y,COMPLETE,2026-01-29
L001125,Y,N,Y,Y,Y,COMPLETE,2025-12-07
L001126,Y,Y,Y,N,N,MISSING,2026-03-31
L001127,Y,N,Y,N,Y,COMPLETE,2026-03-18
L001128,Y,Y,Y,N,N,COMPLETE,2026-05-16
L001129,N,Y,N,N,Y,COMPLETE,2026-07-22
L001130,Y,N,Y,Y,N,COMPLETE,2026-02-19
L001131,Y,N,Y,Y,Y,COMPLETE,2026-07-03
L001132,Y,Y,Y,N,Y,COMPLETE,2025-10-14
L001133,N,N,Y,Y,N,COMPLETE,2026-06-30
L001134,N,N,N,N,Y,COMPLETE,2026-04-11
L001135,Y,N,Y,N,Y,MISSING,2026-05-02
L001136,N,N,N,N,N,COMPLETE,2025-10-03
L001137,Y,N,N,N,N,COMPLETE,2026-05-08
L001138,N,Y,N,N,N,COMPLETE,2025-11-28
L001139,N,N,N,N,N,COMPLETE,2025-09-13
L001140,Y,N,Y,Y,N,COMPLETE,2026-03-15
L001141,Y,Y,N,N,N,COMPLETE,2026-08-10
L001142,Y,Y,Y,Y,Y,COMPLETE,2026-03-14
L001143,N,N,Y,Y,N,MISSING,2025-11-25
L001144,Y,N,Y,N,Y,COMPLETE,2026-03-13
L001145,Y,Y,Y,N,N,COMPLETE,2026-08-07
L001146,N,Y,N,Y,Y,INCOMPLETE,2025-09-03
L001147,Y,N,Y,Y,Y,COMPLETE,2026-04-13
L001148,Y,Y,Y,Y,Y,COMPLETE,2026-07-27
L001149,Y,N,Y,N,Y,COMPLETE,2026-07-03
L001150,N,Y,N,N,Y,COMPLETE,2026-04-02
L001151,Y,N,Y,Y,Y,COMPLETE,2026-06-07
L001152,Y,Y,N,N,N,MISSING,2026-08-07
L001153,Y,Y,Y,N,Y,INCOMPLETE,2025-12-19
L001154,N,Y,Y,N,Y,COMPLETE,2025-09-10
L001155,N,Y,Y,N,N,COMPLETE,2026-05-10
L001156,Y,N,N,N,Y,COMPLETE,2025-10-02
L001157,Y,N,Y,Y,Y,COMPLETE,2026-02-21
L001158,Y,N,Y,N,Y,COMPLETE,2025-09-26
L001159,Y,N,Y,Y,Y,COMPLETE,2025-09-21
L001160,Y,N,Y,N,Y,COMPLETE,2026-06-13
L001161,Y,N,Y,N,Y,COMPLETE,2026-05-30
L001163,Y,Y,Y,N,Y,INCOMPLETE,2026-04-25
L001164,Y,N,Y,Y,Y,COMPLETE,2026-08-22
L001165,Y,N,Y,N,Y,INCOMPLETE,2026-06-01
L001166,Y,N,Y,N,Y,COMPLETE,2026-02-14
L001167,N,Y,Y,N,Y,MISSING,2026-01-31
L001168,Y,N,Y,N,Y,COMPLETE,2026-05-09
L001169,N,N,N,N,N,COMPLETE,2026-03-01
L001170,Y,N,Y,Y,N,COMPLETE,2025-10-09
L001171,Y,N,N,Y,N,COMPLETE,2026-08-19
L001172,Y,N,N,N,Y,COMPLETE,2026-03-16
L001173,Y,N,N,N,Y,COMPLETE,2026-03-12
L001174,Y,N,Y,N,Y,INCOMPLETE,2025-12-13
L001175,Y,Y,Y,Y,Y,COMPLETE,2026-04-17
L001176,Y,Y,Y,N,Y,COMPLETE,2025-11-04
L001177,Y,Y,N,N,Y,INCOMPLETE,2026-07-04
L001178,Y,N,Y,N,N,COMPLETE,2025-09-15
L001179,Y,N,Y,Y,Y,COMPLETE,2026-06-30
L001180,Y,Y,Y,Y,N,COMPLETE,2026-06-24
L001181,Y,Y,Y,N,Y,MISSING,2026-03-25
L001182,Y,Y,Y,N,N,COMPLETE,2026-03-30
L001183,Y,Y,Y,Y,N,COMPLETE,2025-08-30
L001184,Y,Y,Y,Y,Y,COMPLETE,2025-11-28
L001185,Y,Y,Y,N,Y,COMPLETE,2025-09-30
L001186,N,Y,Y,N,Y,INCOMPLETE,2025-10-19
L001187,Y,N,Y,N,Y,MISSING,2026-05-22
L001188,Y,N,N,N,Y,INCOMPLETE,2026-03-31
L001189,Y,N,N,N,Y,COMPLETE,2026-07-20
L001190,Y,Y,Y,Y,N,COMPLETE,2025-10-23
L001191,Y,N,Y,Y,Y,COMPLETE,2025-12-19
L001192,Y,Y,Y,N,Y,INCOMPLETE,2026-06-02
L001193,N,Y,N,N,Y,COMPLETE,2025-10-28
L001194,Y,N,Y,N,N,COMPLETE,2025-12-27
L001195,N,N,Y,N,N,COMPLETE,2025-09-05
L001196,Y,Y,Y,Y,Y,COMPLETE,2025-10-24
L001197,Y,Y,Y,Y,N,INCOMPLETE,2026-05-16
L001198,Y,Y,Y,Y,N,COMPLETE,2026-03-05
L001199,Y,N,Y,N,N,COMPLETE,2025-10-31
L001200,Y,Y,Y,N,Y,COMPLETE,2026-03-18
L001201,Y,Y,Y,N,Y,COMPLETE,2026-02-16
L001202,N,N,Y,N,N,INCOMPLETE,2025-11-07
L001203,Y,Y,Y,Y,Y,COMPLETE,2026-06-05
L001204,Y,Y,N,N,Y,COMPLETE,2026-05-16
L001205,Y,Y,Y,N,N,COMPLETE,2025-09-29
L001206,Y,Y,Y,N,Y,INCOMPLETE,2025-11-01
L001207,Y,N,N,N,N,COMPLETE,2025-12-07
L001208,Y,N,N,Y,Y,COMPLETE,2025-09-01
L001209,Y,Y,Y,N,Y,COMPLETE,2026-07-20
L001210,N,N,Y,N,N,COMPLETE,2025-12-29
L001211,Y,Y,Y,N,N,COMPLETE,2026-02-18
L001212,N,N,Y,N,N,INCOMPLETE,2025-11-05
L001213,Y,Y,N,N,Y,COMPLETE,2026-03-07
L001214,Y,N,Y,N,Y,INCOMPLETE,2025-09-17
L001215,Y,N,Y,N,Y,COMPLETE,2026-03-22
L001216,Y,Y,N,N,Y,COMPLETE,2025-09-28
L001217,Y,N,Y,N,Y,COMPLETE,2026-03-23
L001218,N,Y,Y,Y,Y,INCOMPLETE,2026-05-29
L001219,Y,N,Y,N,Y,COMPLETE,2026-03-14
L001220,Y,Y,Y,N,N,COMPLETE,2026-05-04
L001221,Y,Y,Y,N,Y,COMPLETE,2025-08-25
L001222,Y,Y,Y,Y,N,COMPLETE,2025-09-12
L001223,N,Y,Y,N,N,COMPLETE,2026-07-16
L001224,Y,Y,Y,Y,N,INCOMPLETE,2026-01-31
L001225,Y,N,Y,N,N,COMPLETE,2026-01-14
L001226,N,N,Y,N,Y,COMPLETE,2025-10-07
L001227,Y,Y,N,N,N,COMPLETE,2025-11-29
L001228,Y,Y,Y,N,Y,COMPLETE,2026-03-27
L001229,Y,Y,Y,N,N,COMPLETE,2026-06-20
L001230,Y,Y,N,N,N,COMPLETE,2026-08-14
L001231,Y,N,Y,N,Y,INCOMPLETE,2025-09-22
L001232,Y,N,Y,N,Y,COMPLETE,2026-03-27
L001233,Y,Y,Y,N,N,COMPLETE,2026-01-24
L001234,Y,Y,Y,Y,Y,COMPLETE,2026-01-02
L001235,Y,N,Y,Y,Y,INCOMPLETE,2026-02-16
L001236,Y,Y,Y,N,N,COMPLETE,2026-01-03
L001237,Y,Y,N,N,Y,INCOMPLETE,2026-01-09
L001238,Y,Y,Y,Y,Y,COMPLETE,2026-03-01
L001239,Y,N,N,Y,N,COMPLETE,2026-04-10
L001240,Y,N,N,Y,N,COMPLETE,2026-03-02
L001241,Y,N,Y,Y,Y,COMPLETE,2026-07-15
L001242,N,Y,N,Y,Y,COMPLETE,2026-02-16
L001243,Y,N,Y,Y,Y,COMPLETE,2026-01-21
L001244,Y,Y,Y,N,Y,COMPLETE,2026-03-15
L001245,Y,Y,Y,N,Y,COMPLETE,2025-12-12
L001246,Y,Y,Y,Y,Y,COMPLETE,2026-08-08
L001247,Y,N,Y,N,Y,COMPLETE,2026-01-13
L001248,Y,N,Y,N,Y,INCOMPLETE,2026-01-28
L001249,Y,Y,Y,N,N,COMPLETE,2025-11-03
L001250,Y,Y,Y,N,Y,INCOMPLETE,2026-08-11
L001251,Y,Y,N,N,Y,MISSING,2025-10-28
L001252,Y,Y,N,N,N,COMPLETE,2025-08-26
L001253,Y,Y,Y,N,N,COMPLETE,2025-08-27
L001254,Y,Y,Y,N,Y,COMPLETE,2026-05-28
L001255,N,Y,N,N,N,INCOMPLETE,2026-01-13
L001256,Y,Y,Y,Y,Y,COMPLETE,2026-05-29
L001257,Y,N,Y,N,Y,COMPLETE,2026-01-18
L001258,N,N,N,N,N,COMPLETE,2026-02-08
L001259,N,N,Y,Y,Y,COMPLETE,2025-09-05
L001260,Y,N,Y,N,N,INCOMPLETE,2025-10-04
L001261,Y,Y,Y,Y,N,INCOMPLETE,2026-02-24
L001262,N,Y,Y,N,Y,COMPLETE,2026-01-15
L001263,N,Y,N,N,Y,COMPLETE,2026-01-08
L001264,Y,N,Y,N,Y,COMPLETE,2026-01-31
L001265,Y,N,N,Y,Y,INCOMPLETE,2026-08-14
L001266,Y,Y,Y,N,Y,COMPLETE,2026-05-24
L001267,N,N,N,Y,Y,COMPLETE,2025-11-27
L001268,N,Y,Y,Y,N,COMPLETE,2026-02-28
L001269,Y,N,N,N,Y,COMPLETE,2025-12-15
L001270,N,Y,Y,N,Y,COMPLETE,2026-08-11
L001271,Y,N,Y,N,N,COMPLETE,2026-05-05
L001272,Y,N,Y,N,Y,COMPLETE,2025-10-26
L001273,Y,N,Y,N,Y,COMPLETE,2026-07-16
L001274,Y,Y,Y,N,Y,COMPLETE,2026-02-05
L001275,Y,N,Y,N,Y,COMPLETE,2025-10-29
L001276,Y,N,N,Y,N,COMPLETE,2025-10-06
L001277,Y,N,Y,N,Y,COMPLETE,2025-10-16
L001278,Y,Y,Y,Y,Y,COMPLETE,2025-11-09
L001279,Y,Y,N,N,Y,COMPLETE,2026-08-13
L001280,Y,N,Y,N,Y,COMPLETE,2026-05-15
L001281,Y,N,N,N,N,MISSING,2026-06-18
L001282,Y,N,Y,N,N,COMPLETE,2025-11-11
L001283,N,Y,Y,N,Y,COMPLETE,2025-12-14
L001284,Y,N,N,N,Y,COMPLETE,2026-02-17
L001285,Y,N,Y,N,Y,COMPLETE,2025-09-01
L001286,N,N,Y,N,Y,COMPLETE,2025-12-02
L001287,Y,Y,Y,N,N,COMPLETE,2026-08-11
L001288,Y,N,Y,Y,Y,COMPLETE,2025-10-04
L001289,Y,Y,Y,Y,Y,MISSING,2026-01-29
L001290,Y,Y,N,N,Y,COMPLETE,2025-11-24
L001291,Y,Y,N,N,Y,COMPLETE,2025-12-12
L001292,N,N,Y,N,N,COMPLETE,2026-05-02
L001293,Y,N,Y,N,N,COMPLETE,2025-09-05
L001294,Y,N,N,Y,Y,COMPLETE,2026-03-03
L001295,Y,Y,Y,N,Y,COMPLETE,2026-05-24
L001296,Y,N,Y,N,Y,COMPLETE,2026-07-09
L001297,Y,N,N,N,N,COMPLETE,2026-05-05
L001298,Y,N,Y,N,Y,INCOMPLETE,2026-07-23
L001299,Y,Y,Y,N,Y,COMPLETE,2026-01-26
L001300,Y,N,Y,N,Y,COMPLETE,2026-05-02
L001301,N,Y,N,N,N,COMPLETE,2026-07-24
L001302,Y,N,Y,Y,N,COMPLETE,2026-03-21
L001303,N,N,Y,Y,N,COMPLETE,2025-09-24
L001304,Y,Y,Y,Y,Y,COMPLETE,2025-10-25
L001305,Y,N,Y,Y,Y,COMPLETE,2025-09-21
L001306,Y,N,Y,Y,Y,INCOMPLETE,2026-01-18
L001307,N,N,Y,N,N,COMPLETE,2026-07-10
L001308,Y,N,N,N,N,INCOMPLETE,2026-01-08
L001309,Y,N,Y,N,Y,INCOMPLETE,2026-02-21
L001310,Y,Y,Y,N,N,COMPLETE,2026-08-03
L001311,Y,N,Y,Y,N,COMPLETE,2025-11-03
L001312,N,Y,Y,N,Y,COMPLETE,2026-02-06
L001313,Y,Y,Y,N,N,COMPLETE,2026-08-02
L001314,Y,N,Y,Y,Y,COMPLETE,2025-08-26
L001315,Y,Y,Y,N,Y,COMPLETE,2026-08-16
L001316,N,Y,Y,N,N,COMPLETE,2025-12-13
L001317,N,Y,Y,N,Y,COMPLETE,2025-10-02
L001318,Y,Y,Y,N,Y,COMPLETE,2025-11-27
L001319,Y,N,Y,N,Y,COMPLETE,2026-05-14
L001320,N,Y,Y,N,Y,INCOMPLETE,2025-08-27
L001321,Y,Y,Y,Y,Y,INCOMPLETE,2026-03-20
L001322,Y,Y,Y,Y,N,COMPLETE,2025-09-14
L001323,Y,Y,N,N,Y,COMPLETE,2026-03-07
L001324,Y,Y,Y,N,Y,MISSING,2026-03-14
L001325,N,N,Y,N,Y,COMPLETE,2026-01-05
L001326,Y,Y,N,Y,Y,COMPLETE,2026-04-17
L001327,N,N,Y,N,Y,INCOMPLETE,2026-05-02
L001328,Y,N,N,N,N,COMPLETE,2026-04-06
L001329,Y,N,Y,N,Y,COMPLETE,2026-07-17
L001330,N,Y,N,N,Y,COMPLETE,2025-12-25
L001331,Y,Y,N,Y,Y,INCOMPLETE,2026-02-05
L001332,Y,Y,N,N,Y,INCOMPLETE,2025-10-24
L001333,N,N,Y,N,Y,COMPLETE,2025-10-27
L001334,Y,N,N,N,N,INCOMPLETE,2025-09-12
L001335,Y,N,Y,N,N,COMPLETE,2025-11-12
L001336,N,N,N,N,Y,COMPLETE,2026-06-17
L001337,Y,N,N,Y,Y,COMPLETE,2026-05-18
L001338,N,N,Y,Y,N,COMPLETE,2026-06-02
L001339,N,N,N,N,Y,COMPLETE,2025-09-17
L001340,N,N,Y,N,Y,COMPLETE,2026-04-18
L001341,Y,N,Y,Y,Y,COMPLETE,2025-12-06
L001342,Y,N,Y,N,Y,COMPLETE,2026-02-01
L001343,Y,Y,Y,N,Y,INCOMPLETE,2026-04-12
L001344,N,Y,Y,N,Y,COMPLETE,2026-02-02
L001345,Y,Y,Y,Y,N,COMPLETE,2025-12-28
L001346,N,Y,N,Y,Y,INCOMPLETE,2025-12-06
L001347,Y,Y,N,Y,Y,INCOMPLETE,2025-12-02
